Address,Zip Code,CD#,Year of Covenant,Affordable Units,Total Units,% of Affordable,Entitlements,Type2,AH Studio Unit #,AH 1BR Unit #,AH 2BR Unit #,AH 3BR Unit #,AH 4BR Unit #,AH 5BR Unit#,AH 6BR Unit#,LAT,LONG,Cleaned_Address
"1521 W. Pico Blvd, Los Angeles 90015",90015.0,1,2010,55.0,56.0,98.21%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,34.0447132,-118.2758675,"1521 W. Pico Blvd, Los Angeles"
"716 N. Yale St, Los Angeles 90012",90012.0,1,2010,55.0,55.0,100.00%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,34.06166839999999,-118.2410301,"716 N. Yale St, Los Angeles"
"721 N. Yale St, Los Angeles 90012",90012.0,1,2010,59.0,60.0,98.33%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,34.0618986,-118.2418602,"721 N. Yale St, Los Angeles"
"5125 S. Main St, Los Angeles 90037",90037.0,9,2010,45.0,46.0,97.83%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,33.9961296,-118.2743602,"5125 S. Main St, Los Angeles"
"337 N. Juanita Ave, Los Angeles 90004",90004.0,13,2010,48.0,49.0,97.96%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,34.077445,-118.290846,"337 N. Juanita Ave, Los Angeles"
"3327 E. Sabina St, Los Angeles",90023.0,14,2010,111.0,112.0,99.11%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,34.0300798,-118.1998896,"3327 E. Sabina St, Los Angeles"
"1901 W. 7th St, Los Angeles 90057",90057.0,1,2010,89.0,90.0,98.89%,Density Bonus/Parking Reduction Only,Affordable Housing Trust Fund Projects,,,,,,,,34.0557467,-118.2747658,"1901 W. 7th St, Los Angeles"
"952 N. Harvard Blvd, Los Angeles 90029",90029.0,13,2010,32.0,40.0,80.00%,Density Bonus/Parking Reduction Only,Affordable Housing Trust Fund Projects,,,,,,,,34.0880952,-118.3038789,"952 N. Harvard Blvd, Los Angeles"
"204 S. Lucas Ave, Los Angeles 90025",90025.0,1,2010,21.0,21.0,100.00%,Density Bonus/Parking Reduction Only,Affordable Housing Trust Fund Projects,,,"1, 2, 3, 4","5, 6, 7, 8",,,,34.0604193,-118.2598766,"204 S. Lucas Ave, Los Angeles"
"8925 Glenoaks Blvd, Sun Valley 91352",91352.0,6,2010,60.0,61.0,98.36%,Density Bonus/Parking Reduction Only,Affordable Housing Trust Fund Projects,,,,,,,,34.2307423,-118.3678351,"8925 Glenoaks Blvd, Sun Valley"
"6525 S. Normandie, Los Angeles 90044",90044.0,8,2010,20.0,20.0,100.00%,Density Bonus/Parking Reduction Only,Affordable Housing Trust Fund Projects,,,,,,,,33.9800464,-118.3005592,"6525 S. Normandie, Los Angeles"
"10006 S. Broadway, Los Angeles 90003",90003.0,8,2010,8.0,16.0,50.00%,Density Bonus/Parking Reduction Only,Affordable Housing Trust Fund Projects,,,,,,,,33.945291,-118.2778009,"10006 S. Broadway, Los Angeles"
"5331 E. Huntington Dr, Los Angeles 90032",90032.0,14,2010,25.0,25.0,100.00%,Density Bonus/Parking Reduction Only,Affordable Housing Trust Fund Projects,,,,,,,,34.1348629,-117.9397226,"5331 E. Huntington Dr, Los Angeles"
"933 S. Park View, Los Angeles 90006",90006.0,1,2010,21.0,21.0,100.00%,Density Bonus/Parking Reduction Only,Affordable Housing Trust Fund Projects,,,,,,,,34.0541895,-118.2827684,"933 S. Park View, Los Angeles"
"1726 N. Gower, Los Angeles 90028",90028.0,13,2010,69.0,70.0,98.57%,Density Bonus/Parking Reduction Only,Affordable Housing Trust Fund Projects,,,,,,,,34.1025725,-118.3221745,"1726 N. Gower, Los Angeles"
"504 N. Berendo, Los Angeles 90004",90004.0,13,2010,40.0,54.0,74.07%,Density Bonus/Parking Reduction Only,Affordable Housing Trust Fund Projects,,,,,,,,34.0794025,-118.2938221,"504 N. Berendo, Los Angeles"
"831 W 70th St, Los Angeles 90043",90043.0,8,2010,33.0,49.0,67.35%,Density Bonus/Parking Reduction Only,Affordable Housing Trust Fund Projects,,,,,,,,33.9765571,-118.2879714,"831 W 70th St, Los Angeles"
"4915 S. Vermont Ave, Los Angeles 90037",90037.0,9,2010,49.0,49.0,100.00%,Density Bonus/Parking Reduction Only,Affordable Housing Trust Fund Projects,,,,,,,,33.9983087,-118.2919973,"4915 S. Vermont Ave, Los Angeles"
"9345 Sepulveda Blvd, North Hills 91343",91343.0,7,2010,37.0,38.0,97.37%,Density Bonus/Parking Reduction Only,Affordable Housing Trust Fund Projects,,,,,,,,34.240503,-118.4680347,"9345 Sepulveda Blvd, North Hills"
"3000 Verdugo Rd, Los Angeles 90065",90065.0,1,2010,49.0,50.0,98.00%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects,,,,,,,,34.1054794,-118.2372267,"3000 Verdugo Rd, Los Angeles"
"1345 Emerald Dr, Los Angeles",90026.0,1,2010,85.0,85.0,100.00%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects,,,,,,,,34.0597912,-118.2603976,"1345 Emerald Dr, Los Angeles"
"10625 Bloomfield St, Los Angeles 91602",91602.0,2,2011,1.0,14.0,7.14%,Density Bonus,Market Rate Developments,,,,,,,,34.149787,-118.3623539,"10625 Bloomfield St, Los Angeles"
"1866 S. Greenfield Ave, Los Angeles 90025",90025.0,5,2011,1.0,19.0,5.26%,Density Bonus,Market Rate Developments,,,,,,,,34.0470915,-118.4394702,"1866 S. Greenfield Ave, Los Angeles"
"375 N. La Cienega Blvd, Los Angeles 90048",90048.0,5,2011,11.0,125.0,8.80%,Density Bonus,Market Rate Developments,"1, 2","3, 4, 5, 6, 7, 8, 9, 10, 11",,,,,,34.0783933,-118.377094,"375 N. La Cienega Blvd, Los Angeles"
"11818 Dorothy St, Los Angeles 90025",90025.0,11,2011,2.0,26.0,7.69%,Density Bonus,Market Rate Developments,,,,,,,,34.0514065,-118.4670085,"11818 Dorothy St, Los Angeles"
"11055 Cumpston St, Los Angeles 91601",91601.0,2,2011,2.0,25.0,8.00%,Density Bonus,Market Rate Developments,,,"1, 2",,,,,34.1702597,-118.3721642,"11055 Cumpston St, Los Angeles"
"5315 N. Bellingham Ave, Los Angeles 91607",91607.0,2,2011,1.0,17.0,5.88%,Density Bonus,Market Rate Developments,,,,,,,,34.1671894,-118.3995953,"5315 N. Bellingham Ave, Los Angeles"
"14309 Burbank Blvd, Los Angeles 91401",91401.0,4,2011,1.0,8.0,12.50%,Density Bonus,Market Rate Developments,,,1,,,,,34.1724797,-118.4447406,"14309 Burbank Blvd, Los Angeles"
"10227 Mason Ave, Woodland Hills 91364",91364.0,12,2011,3.0,50.0,6.00%,Density Bonus,Market Rate Developments,,,,,,,,34.2564911,-118.5810833,"10227 Mason Ave, Woodland Hills"
"6332 Brynhurst Ave, Los Angeles 90043",90043.0,8,2011,11.0,12.0,91.67%,Density Bonus,Market Rate Developments,,,,,,,,33.9819228,-118.3334651,"6332 Brynhurst Ave, Los Angeles"
"1303 Wellesley Ave, Los Angeles 90025",90025.0,11,2011,2.0,25.0,8.00%,Density Bonus,Market Rate Developments,,,205,102,,,,34.0411129,-118.4677334,"1303 Wellesley Ave, Los Angeles"
"12412 Pacific Ave, Los Angeles 90066",90066.0,11,2011,1.0,12.0,8.33%,Density Bonus,Market Rate Developments,,2,,,,,,34.0023428,-118.4330485,"12412 Pacific Ave, Los Angeles"
"7651 Laurel Canyon Blvd, North Hollywood 91605",91605.0,2,2011,2.0,36.0,5.56%,Density Bonus,Market Rate Developments,,,1,2,,,,34.2100932,-118.3971555,"7651 Laurel Canyon Blvd, North Hollywood"
"7135 N Woodley Ave, Van Nuys 91406",91406.0,6,2011,15.0,42.0,35.71%,Density Bonus,Market Rate Developments,,,,,,,,34.2003201,-118.4838996,"7135 N Woodley Ave, Van Nuys"
"7857 W Manchester Ave, Los Angeles 90293",90293.0,11,2011,3.0,32.0,9.38%,Density Bonus,Market Rate Developments,,211,"104, 301",,,,,33.9600014,-118.4347765,"7857 W Manchester Ave, Los Angeles"
"7045 N. Remmet Ave., Los Angeles 90303",90303.0,3,2011,1.0,11.0,9.09%,Density Bonus,Market Rate Developments,,1,,,,,,34.250039,-118.6004353,"7045 N. Remmet Ave., Los Angeles"
"1611 S. Beverly Glen Blvd., Los Angeles, CA 90024",90024.0,5,2011,1.0,12.0,8.33%,Density Bonus,Market Rate Developments,,,,,,,,34.0593891,-118.4253693,"1611 S. Beverly Glen Blvd., Los Angeles, CA"
"4251 and 4263 S. Central Avenue, Los Angeles, CA 90011",90011.0,9,2011,17.0,18.0,94.44%,Density Bonus/Parking Reduction Only,Market Rate Developments,,,,,,,,34.00652,-118.2567,"4251 and S. Central Avenue, Los Angeles, CA"
"4034 S. Pacific Avenue, San Pedro, CA 90731",90731.0,15,2011,2.0,36.0,5.56%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,33.7072018,-118.2876472,"4034 S. Pacific Avenue, San Pedro, CA"
"2731 Lincoln Park, Los Angeles 90031",90031.0,14,2011,1.0,3.0,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,,1,,,,,34.07824799999999,-118.203178,"2731 Lincoln Park, Los Angeles"
"2508 S. Pacific Avenue, Los Angeles, CA 90291",90291.0,11,2011,1.0,4.0,25.00%,Other Ordinances Or Discretionary,Market Rate Developments,1,,,,,,,33.9828353,-118.4679801,"2508 S. Pacific Avenue, Los Angeles, CA"
"10 19th Ave., Los Angeles, CA 90291",90291.0,11,2011,1.0,11.0,9.09%,Other Ordinances Or Discretionary,Market Rate Developments,,1,,,,,,33.9854079,-118.47176,"10 19th Ave., Los Angeles, CA"
"2510 S. Pacific Avenue, Los Angeles, CA 90291",90291.0,11,2011,1.0,4.0,25.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,33.9827713,-118.4679194,"2510 S. Pacific Avenue, Los Angeles, CA"
"2504 S. Pacific Avenue, Los Angeles, CA 90291",90291.0,11,2011,1.0,4.0,25.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,33.9828963,-118.4680344,"2504 S. Pacific Avenue, Los Angeles, CA"
320 S. Arnaz Drive 90048,90048.0,5,2011,48.0,48.0,100.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,34.0730234,-118.3824433,320 S. Arnaz Drive
"14 E. Jib St., Los Angeles, CA 90292",90292.0,11,2011,2.0,7.0,28.57%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,33.9743446,-118.461464,"14 E. Jib St., Los Angeles, CA"
"5200 Wilshire Blvd., Los Angeles, CA 90036",90036.0,5,2011,14.0,478.0,2.93%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,34.0620051,-118.3431566,"5200 Wilshire Blvd., Los Angeles, CA"
"7621 S. Figueroa St, Los Angeles 90044",90044.0,8,2011,35.0,35.0,100.00%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,33.970024,-118.2830815,"7621 S. Figueroa St, Los Angeles"
"11904 Culver Blvd, Los Angeles 90066",90066.0,11,2011,87.0,124.0,70.16%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,33.995827,-118.416599,"11904 Culver Blvd, Los Angeles"
"5555 Hollywood Blvd, Los Angeles 90028",90028.0,13,2011,119.0,120.0,99.17%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,34.10203,-118.3111911,"5555 Hollywood Blvd, Los Angeles"
"1240 S Menlo Ave, Los Angeles 90006",90006.0,1,2011,60.0,60.0,100.00%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,33.8964466,-118.2892049,"1240 S Menlo Ave, Los Angeles"
"538 S Normandie Ave, Los Angeles 90020",90020.0,10,2011,65.0,66.0,98.48%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,34.0641328,-118.3000363,"538 S Normandie Ave, Los Angeles"
"5525 Klump Ave, Los Angeles 91601",91601.0,2,2011,48.0,49.0,97.96%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,34.17084,-118.3756414,"5525 Klump Ave, Los Angeles"
"7135 N Wilbur Ave, Los Angeles 91335",91335.0,3,2011,11.0,73.0,15.07%,Density Bonus,Affordable Housing Trust Fund Projects,,"1, 2, 3","4, 5, 6, 7","8, 9, 10, 11",,,,34.1983658,-118.5450339,"7135 N Wilbur Ave, Los Angeles"
"14731 W Rayen St, Panorama City 91402",91402.0,6,2011,41.0,42.0,97.62%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,34.2320579,-118.4550858,"14731 W Rayen St, Panorama City"
"12230 W Osborne Pl, Los Angeles 91331",91331.0,7,2011,62.0,64.0,96.88%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,34.2608777,-118.3997113,"12230 W Osborne Pl, Los Angeles"
"240 E. 6th Street, Los Angeles, CA",90014.0,14,2011,100.0,102.0,98.04%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,34.0435051,-118.2480591,"240 E. 6th Street, Los Angeles, CA"
"4900 Vineland Avenue, Los Angeles 91601",91601.0,2,2011,81.0,82.0,98.78%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,34.159284,-118.370097,"4900 Vineland Avenue, Los Angeles"
505 S. San Pedro St. 90013,90013.0,14,2011,107.0,108.0,99.07%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects,,,,,,,,34.0440174,-118.2443969,505 S. San Pedro St.
"12301 W. Pico Blvd, Los Angeles, CA",90064.0,11,2012,8.0,95.0,8.42%,Density Bonus,Market Rate Developments,,,,,,,,34.0285235,-118.4526583,"12301 W. Pico Blvd, Los Angeles, CA"
"7901 Ventura Canyon Ave., Los Angeles, CA",91402.0,6,2012,2.0,30.0,6.67%,Density Bonus,Market Rate Developments,,,,"1, 2",,,,34.2141287,-118.4293203,"7901 Ventura Canyon Ave., Los Angeles, CA"
"5816 N. Whitsett Avenue, Los Angeles, CA",91607.0,2,2012,2.0,23.0,8.70%,Density Bonus,Market Rate Developments,,,,,,,,34.1762827,-118.4050646,"5816 N. Whitsett Avenue, Los Angeles, CA"
"1735 N. La Brea Ave., Los Angeles, CA",90046.0,4,2012,1.0,18.0,5.56%,Density Bonus,Market Rate Developments,,,,,,,,34.1026172,-118.345967,"1735 N. La Brea Ave., Los Angeles, CA"
"6912 N. Coldwater Canyon, Los Angeles, CA",91605.0,2,2012,1.0,12.0,8.33%,Density Bonus,Market Rate Developments,,1,,,,,,34.1757569,-118.4135944,"6912 N. Coldwater Canyon, Los Angeles, CA"
"10810 W. Palms Blvd., Los Angeles, CA",90034.0,5,2012,2.0,25.0,8.00%,Density Bonus,Market Rate Developments,1,2,,,,,,34.0063701,-118.4458242,"10810 W. Palms Blvd., Los Angeles, CA"
"11900 W. Courtleigh Dr., Los Angeles, CA",90066.0,11,2012,3.0,28.0,10.71%,Density Bonus,Market Rate Developments,,1,"2, 3",,,,,33.99717529999999,-118.4187522,"11900 W. Courtleigh Dr., Los Angeles, CA"
"1616 N. La Brea Ave., aka 7084 W. Hawthorne Ave",90028.0,13,2012,5.0,56.0,8.93%,Density Bonus,Market Rate Developments,,,,,,,,34.1001016,-118.3444142,"1616 N. La Brea Ave., aka W. Hawthorne Ave"
"5005 S. Main St., Los Angeles, CA",90011.0,9,2012,88.0,89.0,98.88%,Density Bonus,Market Rate Developments,,,,,,,,33.9969407,-118.2741513,"5005 S. Main St., Los Angeles, CA"
"3680 S. Keystone Ave., Los Angeles, CA",90034.0,5,2012,1.0,12.0,8.33%,Density Bonus,Market Rate Developments,,,,,,,,34.1600572,-118.3242107,"3680 S. Keystone Ave., Los Angeles, CA"
"153 N. Glendale Blvd., Los Angeles, CA",90026.0,13,2012,44.0,45.0,97.78%,Density Bonus,Market Rate Developments,,,,,,,,34.0826764,-118.2599383,"153 N. Glendale Blvd., Los Angeles, CA"
"9901 W. Washington Blvd., Los Angeles, CA",90232.0,5,2012,11.0,131.0,8.40%,Density Bonus,Market Rate Developments,"1, 2","3, 4, 5, 6, 7, 8, 9",10,11,,,,34.0217063,-118.3980175,"9901 W. Washington Blvd., Los Angeles, CA"
"116 N. Kings Road, Los Angeles, CA",90048.0,5,2012,1.0,21.0,4.76%,Density Bonus,Market Rate Developments,,,,,,,,34.0750665,-118.3718621,"116 N. Kings Road, Los Angeles, CA"
"5845 W. Carlton Way, Los Angeles, CA",90035.0,13,2012,3.0,40.0,7.50%,Density Bonus,Market Rate Developments,,,,,,,,34.1008129,-118.3174788,"5845 W. Carlton Way, Los Angeles, CA"
"11776 W. Idaho Ave., Los Angeles, CA",90025.0,11,2012,1.0,9.0,11.11%,Density Bonus,Market Rate Developments,,,,,,,,34.0414606,-118.4566413,"11776 W. Idaho Ave., Los Angeles, CA"
"13429 W. Vanowen St., Los Angeles, CA",91405.0,2,2012,2.0,23.0,8.70%,Density Bonus,Market Rate Developments,,,,,,,,34.194368,-118.4256659,"13429 W. Vanowen St., Los Angeles, CA"
"12037 Hart St. Los Angeles, CA",91605.0,2,2012,2.0,15.0,13.33%,Density Bonus,Market Rate Developments,,,,"1, 2",,,,34.1978474,-118.3956347,"12037 Hart St. Los Angeles, CA"
"7355 N. Balboa Blvd., Los Angeles, CA",91406.0,6,2012,1.0,14.0,7.14%,Density Bonus,Market Rate Developments,,,1,,,,,34.25409399999999,-118.5026391,"7355 N. Balboa Blvd., Los Angeles, CA"
"9245 N. Burnett Ave., Los Angeles, CA",91343.0,7,2012,1.0,9.0,11.11%,Density Bonus,Market Rate Developments,,,,,1,,,34.2004009,-118.4623467,"9245 N. Burnett Ave., Los Angeles, CA"
"7930 Hollywood Blvd., Los Angeles, CA",90046.0,13,2012,4.0,79.0,5.06%,Density Bonus,Market Rate Developments,,,,,,,,34.1010172,-118.3628857,"7930 Hollywood Blvd., Los Angeles, CA"
"1301 S. Brockton Ave., Los Angeles, CA",90025.0,11,2012,4.0,49.0,8.16%,Density Bonus,Market Rate Developments,,,,"103, 211, 308, PH2",,,,34.04401500000001,-118.4636898,"1301 S. Brockton Ave., Los Angeles, CA"
"3425 S. Motor Ave., Los Angeles, CA",90034.0,5,2012,17.0,115.0,14.78%,Density Bonus,Market Rate Developments,"1, 2, 3, 4, 5, 6, 7","8, 9, 10, 11, 12, 13, 14, 15, 16, 17",,,,,,34.0272074,-118.4093687,"3425 S. Motor Ave., Los Angeles, CA"
"4632 N. Vista Del Monte, Los Angeles, CA",91403.0,4,2012,3.0,34.0,8.82%,Density Bonus,Market Rate Developments,,,204,"209, 307",,,,34.2726244,-118.6751321,"4632 N. Vista Del Monte, Los Angeles, CA"
"11811 Darlington Ave., Los Angeles, CA",90049.0,11,2012,2.0,26.0,7.69%,Density Bonus,Market Rate Developments,,,,"1, 2",,,,34.0511487,-118.4664487,"11811 Darlington Ave., Los Angeles, CA"
"1411 S. Barry Ave., Los Angeles CA",90025.0,11,2012,2.0,25.0,8.00%,Density Bonus,Market Rate Developments,,,,"106, 202",,,,34.0116104,-118.4291138,"1411 S. Barry Ave., Los Angeles CA"
"928 N. Western Ave., Los Angeles, CA",90029.0,13,2012,2.0,49.0,4.08%,Density Bonus,Market Rate Developments,,,,,,,,34.0870602,-118.3089855,"928 N. Western Ave., Los Angeles, CA"
"14139-14143 W. Gilmore St., Los Angeles, CA",91401.0,2,2012,2.0,20.0,10.00%,Density Bonus,Market Rate Developments,,,,,,,,34.1879534,-118.441339,"14139-14143 W. Gilmore St., Los Angeles, CA"
"6841 N. Woodman Ave., Los Angeles, CA",91401.0,2,2012,1.0,12.0,8.33%,Density Bonus,Market Rate Developments,,1,,,,,,34.2097641,-118.4317501,"6841 N. Woodman Ave., Los Angeles, CA"
"13309 W. Woodbridge St., Los Angeles, CA",91423.0,4,2012,3.0,30.0,10.00%,Density Bonus,Market Rate Developments,,1,,,,,,34.1477477,-118.4228097,"13309 W. Woodbridge St., Los Angeles, CA"
"4501 S. Figueroa, Los Angeles, CA",90037.0,9,2012,13.0,21.0,61.90%,Density Bonus/Parking Reduction Only,Market Rate Developments,,,,,,,,34.0026184,-118.2831026,"4501 S. Figueroa, Los Angeles, CA"
"325 W. Adams Blvd., Los Angeles, CA",90007.0,9,2012,46.0,913.0,5.04%,Density Bonus/Parking Reduction Only,Market Rate Developments,,,,,,,,34.028336,-118.2728824,"325 W. Adams Blvd., Los Angeles, CA"
"4207 S. McLaughlin Ave., Los Angeles, CA",90066.0,11,2012,1.0,6.0,16.67%,Density Bonus/Parking Reduction Only,Market Rate Developments,,,,,,,,34.0013907,-118.419112,"4207 S. McLaughlin Ave., Los Angeles, CA"
"1407 E. Venice Blvd., Los Angeles, CA",90291.0,11,2012,1.0,9.0,11.11%,Density Bonus/Parking Reduction Only,Market Rate Developments,,,,,,,,34.0238545,-118.3985729,"1407 E. Venice Blvd., Los Angeles, CA"
"238 E. Vernon Ave., Los Angeles, CA",90011.0,9,2012,9.0,9.0,100.00%,Density Bonus/Parking Reduction Only,Market Rate Developments,,,,,,,,34.0035694,-118.2703872,"238 E. Vernon Ave., Los Angeles, CA"
"14532 W. Hart St., Los Angeles, CA",91406.0,6,2012,5.0,6.0,83.33%,Density Bonus/Parking Reduction Only,Market Rate Developments,,,,,,,,34.1973345,-118.4499998,"14532 W. Hart St., Los Angeles, CA"
"6711 Cleon Avenue, Los Angeles, CA",91606.0,2,2012,1.0,38.0,2.63%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,34.1926576,-118.3687568,"6711 Cleon Avenue, Los Angeles, CA"
"740 S. Cochran Avenue, Los Angeles, CA",90036.0,5,2012,1.0,51.0,1.96%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,34.0611441,-118.3473407,"740 S. Cochran Avenue, Los Angeles, CA"
"824 N. Sycamore Ave., LA",90038.0,13,2012,1.0,3.0,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,34.0859902,-118.3425514,"824 N. Sycamore Ave., LA"
"814 N. Sycamore Ave., LA",90038.0,13,2012,1.0,3.0,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,34.0856983,-118.3424913,"814 N. Sycamore Ave., LA"
"911 W. 50th St., Los Angeles, CA",90037.0,9,2012,1.0,3.0,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,1,,,,,,33.9980904,-118.2896156,"911 W. 50th St., Los Angeles, CA"
"7000 N. Vassar Ave., Los Angeles, CA",91303.0,3,2012,1.0,39.0,2.56%,Other Ordinances Or Discretionary,Market Rate Developments,,,1,,,,,34.2599523,-118.6048438,"7000 N. Vassar Ave., Los Angeles, CA"
"20316 W. Saticoy St., Los Angeles, CA",91306.0,3,2012,2.0,47.0,4.26%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,34.2083459,-118.5759863,"20316 W. Saticoy St., Los Angeles, CA"
"1316 W. 18th St., Los Angeles, CA",90006.0,1,2012,1.0,6.0,16.67%,Other Ordinances Or Discretionary,Market Rate Developments,3,,,,,,,34.04136039999999,-118.2836095,"1316 W. 18th St., Los Angeles, CA"
"1515 Shenandoah St., Los Angeles, CA",90035.0,5,2012,1.0,9.0,11.11%,Other Ordinances Or Discretionary,Market Rate Developments,,104,,,,,,34.0514056,-118.3823335,"1515 Shenandoah St., Los Angeles, CA"
"4950 N. Laurel Canyon Blvd., Los Angeles, CA",91607.0,2,2012,1.0,56.0,1.79%,Other Ordinances Or Discretionary,Market Rate Developments,,,111,,,,,34.22603429999999,-118.3974523,"4950 N. Laurel Canyon Blvd., Los Angeles, CA"
"3023 S. Western Avenue, Los Angeles",90018.0,10,2012,59.0,60.0,98.33%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,34.02683650000001,-118.309165,"3023 S. Western Avenue, Los Angeles"
"3555 E. Whittier Blvd., Los Angeles",90023.0,14,2012,59.0,60.0,98.33%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,34.0262815,-118.1967033,"3555 E. Whittier Blvd., Los Angeles"
"2401 W. Jefferson Blvd., Los Angeles",90018.0,10,2012,39.0,40.0,97.50%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,34.0258641,-118.3215435,"2401 W. Jefferson Blvd., Los Angeles"
"979 S. Serrano Ave., Los Angeles, CA",90006.0,10,2012,43.0,44.0,97.73%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,34.0533222,-118.3066452,"979 S. Serrano Ave., Los Angeles, CA"
"2914-2936 W. 8th St., Los Angeles, CA",90015.0,1,2012,84.0,85.0,98.82%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,34.05751,-118.28966,"2914-2936 W. 8th St., Los Angeles, CA"
"9247 N. Van Nuys Blvd., Los Angeles, CA",91402.0,6,2012,3.0,56.0,5.36%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,34.2134238,-118.4493142,"9247 N. Van Nuys Blvd., Los Angeles, CA"
"2403 W. 4th St., Los Angeles, CA",90057.0,1,2012,38.0,39.0,97.44%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,34.06422730000001,-118.2767406,"2403 W. 4th St., Los Angeles, CA"
"1553 N. Gordon St., Los Angeles",90028.0,13,2012,20.0,21.0,95.24%,Density Bonus/Parking Reduction Only,Affordable Housing Trust Fund Projects,,,,,,,,34.0996487,-118.3198152,"1553 N. Gordon St., Los Angeles"
"10339 S. Western Ave, Los Angeles",90047.0,8,2012,63.0,63.0,100.00%,Density Bonus/Parking Reduction Only,Affordable Housing Trust Fund Projects,,,,,,,,33.9422492,-118.3093748,"10339 S. Western Ave, Los Angeles"
"1311 N. San Fernando Road, Los Angeles (Ground Lease)",90065.0,1,2012,67.0,68.0,98.53%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects,,,,,,,,34.0957669,-118.2320623,"1311 N. San Fernando Road, Los Angeles (Ground Lease)"
1600 North Western Avenue,90027.0,13,2013,39.0,40.0,97.50%,Density Bonus,Market Rate Developments,,,,,,,,34.0999355,-118.3089888,1600 North Western Avenue
6217 West Waring Avenue,90048.0,13,2013,2.0,23.0,8.70%,Density Bonus,Market Rate Developments,,,1,1,,,,34.0855126,-118.3317842,6217 West Waring Avenue
12611 West Pacific Avenue,90066.0,11,2013,1.0,10.0,10.00%,Density Bonus,Market Rate Developments,,1,,,,,,34.1883376,-118.3448679,12611 West Pacific Avenue
14402 West Hamlin Street,91401.0,6,2013,24.0,25.0,96.00%,Density Bonus,Market Rate Developments,,,,,,,,34.1885298,-118.4030985,14402 West Hamlin Street
14610 West Plummer Street,91402.0,6,2013,4.0,44.0,9.09%,Density Bonus,Market Rate Developments,,"1, 2, 3",4,,,,,34.2422433,-118.4508929,14610 West Plummer Street
7260 West Hawthorn Avenue,90046.0,4,2013,2.0,25.0,8.00%,Density Bonus,Market Rate Developments,,,1,2,,,,34.099677,-118.3481772,7260 West Hawthorn Avenue
4824 North Tujunga Avenue,91601.0,2,2013,2.0,31.0,6.45%,Density Bonus,Market Rate Developments,,,"1, 2",,,,,34.2334089,-118.3818787,4824 North Tujunga Avenue
