Address,Zip Code,CD#,Year of Covenant,Affordable Units,Total Units,% of Affordable,Entitlements,Type2,AH Studio Unit #,AH 1BR Unit #,AH 2BR Unit #,AH 3BR Unit #,AH 4BR Unit #,AH 5BR Unit#,AH 6BR Unit#,LAT,LONG
"12037 Hart St. Los Angeles, CA",91605,2,2012,2,15,13.33%,Density Bonus,Market Rate Developments,,,,"1, 2",,,,,
"7355 N. Balboa Blvd., Los Angeles, CA",91406,6,2012,1,14,7.14%,Density Bonus,Market Rate Developments,,,1,,,,,,
"9245 N. Burnett Ave., Los Angeles, CA",91343,7,2012,1,9,11.11%,Density Bonus,Market Rate Developments,,,,,1,,,,
"7930 Hollywood Blvd., Los Angeles, CA",90046,13,2012,4,79,5.06%,Density Bonus,Market Rate Developments,,,,,,,,,
"1301 S. Brockton Ave., Los Angeles, CA",90025,11,2012,4,49,8.16%,Density Bonus,Market Rate Developments,,,,"103, 211, 308, PH2",,,,,
"3425 S. Motor Ave., Los Angeles, CA",90034,5,2012,17,115,14.78%,Density Bonus,Market Rate Developments,"1, 2, 3, 4, 5, 6, 7","8, 9, 10, 11, 12, 13, 14, 15, 16, 17",,,,,,,
"4632 N. Vista Del Monte, Los Angeles, CA",91403,4,2012,3,34,8.82%,Density Bonus,Market Rate Developments,,,204,"209, 307",,,,,
"11811 Darlington Ave., Los Angeles, CA",90049,11,2012,2,26,7.69%,Density Bonus,Market Rate Developments,,,,"1, 2",,,,,
"1411 S. Barry Ave., Los Angeles CA",90025,11,2012,2,25,8.00%,Density Bonus,Market Rate Developments,,,,"106, 202",,,,,
"928 N. Western Ave., Los Angeles, CA",90029,13,2012,2,49,4.08%,Density Bonus,Market Rate Developments,,,,,,,,,
"14139-14143 W. Gilmore St., Los Angeles, CA",91401,2,2012,2,20,10.00%,Density Bonus,Market Rate Developments,,,,,,,,,
"6841 N. Woodman Ave., Los Angeles, CA",91401,2,2012,1,12,8.33%,Density Bonus,Market Rate Developments,,1,,,,,,,
"13309 W. Woodbridge St., Los Angeles, CA",91423,4,2012,3,30,10.00%,Density Bonus,Market Rate Developments,,1,,,,,,,
"4501 S. Figueroa, Los Angeles, CA",90037,9,2012,13,21,61.90%,Density Bonus/Parking Reduction Only,Market Rate Developments,,,,,,,,,
"325 W. Adams Blvd., Los Angeles, CA",90007,9,2012,46,913,5.04%,Density Bonus/Parking Reduction Only,Market Rate Developments,,,,,,,,,
"4207 S. McLaughlin Ave., Los Angeles, CA",90066,11,2012,1,6,16.67%,Density Bonus/Parking Reduction Only,Market Rate Developments,,,,,,,,,
"1407 E. Venice Blvd., Los Angeles, CA",90291,11,2012,1,9,11.11%,Density Bonus/Parking Reduction Only,Market Rate Developments,,,,,,,,,
"238 E. Vernon Ave., Los Angeles, CA",90011,9,2012,9,9,100.00%,Density Bonus/Parking Reduction Only,Market Rate Developments,,,,,,,,,
"14532 W. Hart St., Los Angeles, CA",91406,6,2012,5,6,83.33%,Density Bonus/Parking Reduction Only,Market Rate Developments,,,,,,,,,
"6711 Cleon Avenue, Los Angeles, CA",91606,2,2012,1,38,2.63%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
"740 S. Cochran Avenue, Los Angeles, CA",90036,5,2012,1,51,1.96%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
"824 N. Sycamore Ave., LA",90038,13,2012,1,3,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
"814 N. Sycamore Ave., LA",90038,13,2012,1,3,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
"911 W. 50th St., Los Angeles, CA",90037,9,2012,1,3,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,1,,,,,,,
"7000 N. Vassar Ave., Los Angeles, CA",91303,3,2012,1,39,2.56%,Other Ordinances Or Discretionary,Market Rate Developments,,,1,,,,,,
"20316 W. Saticoy St., Los Angeles, CA",91306,3,2012,2,47,4.26%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
"1316 W. 18th St., Los Angeles, CA",90006,1,2012,1,6,16.67%,Other Ordinances Or Discretionary,Market Rate Developments,3,,,,,,,,
"1515 Shenandoah St., Los Angeles, CA",90035,5,2012,1,9,11.11%,Other Ordinances Or Discretionary,Market Rate Developments,,104,,,,,,,
"4950 N. Laurel Canyon Blvd., Los Angeles, CA",91607,2,2012,1,56,1.79%,Other Ordinances Or Discretionary,Market Rate Developments,,,111,,,,,,
"3023 S. Western Avenue, Los Angeles",90018,10,2012,59,60,98.33%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,,
"3555 E. Whittier Blvd., Los Angeles",90023,14,2012,59,60,98.33%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,,
"2401 W. Jefferson Blvd., Los Angeles",90018,10,2012,39,40,97.50%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,,
"979 S. Serrano Ave., Los Angeles, CA",90006,10,2012,43,44,97.73%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,,
"2914-2936 W. 8th St., Los Angeles, CA",90015,1,2012,84,85,98.82%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,,
"9247 N. Van Nuys Blvd., Los Angeles, CA",91402,6,2012,3,56,5.36%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,,
"2403 W. 4th St., Los Angeles, CA",90057,1,2012,38,39,97.44%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,,
"1553 N. Gordon St., Los Angeles",90028,13,2012,20,21,95.24%,Density Bonus/Parking Reduction Only,Affordable Housing Trust Fund Projects,,,,,,,,,
"10339 S. Western Ave, Los Angeles",90047,8,2012,63,63,100.00%,Density Bonus/Parking Reduction Only,Affordable Housing Trust Fund Projects,,,,,,,,,
"1311 N. San Fernando Road, Los Angeles (Ground Lease)",90065,1,2012,67,68,98.53%,Other Ordinances Or Discretionary,Affordable Housing Trust Fund Projects,,,,,,,,,
1600 North Western Avenue,90027,13,2013,39,40,97.50%,Density Bonus,Market Rate Developments,,,,,,,,,
6217 West Waring Avenue,90048,13,2013,2,23,8.70%,Density Bonus,Market Rate Developments,,,1,1,,,,,
12611 West Pacific Avenue,90066,11,2013,1,10,10.00%,Density Bonus,Market Rate Developments,,1,,,,,,,
14402 West Hamlin Street,91401,6,2013,24,25,96.00%,Density Bonus,Market Rate Developments,,,,,,,,,
14610 West Plummer Street,91402,6,2013,4,44,9.09%,Density Bonus,Market Rate Developments,,"1, 2, 3",4,,,,,,
7260 West Hawthorn Avenue,90046,4,2013,2,25,8.00%,Density Bonus,Market Rate Developments,,,1,2,,,,,
4824 North Tujunga Avenue,91601,2,2013,2,31,6.45%,Density Bonus,Market Rate Developments,,,"1, 2",,,,,,
4960 South Centinela Avenue,90066,11,2013,1,12,8.33%,Density Bonus,Market Rate Developments,,,,,,,,,
3535 East Whittier Blvd,90023,14,2013,77,78,98.72%,Density Bonus,Market Rate Developments,,,,,,,,,
738 North Wilcox Avenue,90038,13,2013,9,103,8.74%,Density Bonus,Market Rate Developments,"1, 2, 3","4, 5, 6","7, 8, 9",,,,,,
2917 East 1st Street,90033,14,2013,51,53,96.23%,Density Bonus,Market Rate Developments,,,,,,,,,
18452 West Halsted Street,91325,12,2013,4,47,8.51%,Density Bonus,Market Rate Developments,,,,,,,,,
10270 North Tujunga Canyon Blvd,91042,7,2013,2,30,6.67%,Density Bonus,Market Rate Developments,,"204, 307",,,,,,,
303 South Pacific Avenue,90731,15,2013,49,49,100.00%,Density Bonus,Market Rate Developments,,,,,,,,,
5100 North Woodman Avenue,91423,4,2013,4,36,11.11%,Density Bonus,Market Rate Developments,,,,,,,,,
13488 West Terra Bella,91331,7,2013,3,24,12.50%,Density Bonus,Market Rate Developments,,,,,,,,,
13470 West Terra Bella Street,91331,7,2013,3,23,13.04%,Density Bonus,Market Rate Developments,,,,,,,,,
545 North Kenmore Avenue,90004,13,2013,1,16,6.25%,Density Bonus,Market Rate Developments,,1,,,,,,,
12000 West Idaho Avenue,90025,11,2013,3,34,8.82%,Density Bonus,Market Rate Developments,,,104,"209, 306",,,,,
1539 South Beloit Avenue,90025,11,2013,6,63,9.52%,Density Bonus,Market Rate Developments,,,1,"2, 3, 4, 5",6,,,,
5810 West Olympic Blvd,90036,5,2013,1,18,5.56%,Density Bonus,Market Rate Developments,,1,,,,,,,
11715 West Bellagio Road,90049,5,2013,1,23,4.35%,Density Bonus,Market Rate Developments,,,101,,,,,,
8621 South Ramsgate Avenue,90045,11,2013,1,13,7.69%,Density Bonus,Market Rate Developments,,1,,,,,,,
18101 West Roscoe Blvd,91325,12,2013,2,41,4.88%,Density Bonus,Market Rate Developments,,204,216,,,,,,
1439 North Poinsettia Place,90046,13,2013,3,39,7.69%,Density Bonus,Market Rate Developments,,,,"103, 209, 306",,,,,
845 North Fuller Avenue,90046,5,2013,1,9,11.11%,Density Bonus,Market Rate Developments,,,,1,,,,,
4742 North Sepulveda Blvd,91403,4,2013,1,19,5.26%,Density Bonus,Market Rate Developments,,,105,,,,,,
121 North Clark Drive,90048,5,2013,1,19,5.26%,Density Bonus,Market Rate Developments,,,,,,,,,
4044 South Redwood Avenue,90066,11,2013,2,22,9.09%,Density Bonus,Market Rate Developments,,,,,,,,,
5308 North Sepulveda Blvd,91411,4,2013,3,36,8.33%,Density Bonus,Market Rate Developments,,,,,,,,,
9947 North Marcus Avenue,91042,7,2013,1,9,11.11%,Density Bonus,Market Rate Developments,,,,105,,,,,
4140 South Glencoe Avenue,90292,11,2013,6,67,8.96%,Density Bonus,Market Rate Developments,,,,,,,,,
44610 North Tujunga Avenue,91602,2,2013,1,11,9.09%,Density Bonus,Market Rate Developments,,,,,,,,,
11024 West Strathmore Drive,91042,5,2013,2,31,6.45%,Density Bonus,Market Rate Developments,,,C,L,,,,,
3759 West 27th St,90018,10,2013,3,28,10.71%,Density Bonus,Market Rate Developments,,,"108, 115, 208",,,,,,
12456 North San Fernando Road,91342,7,2013,5,61,8.20%,Density Bonus,Market Rate Developments,,,,,,,,,
10270 West Almayo Avenue,90064,5,2013,3,33,9.09%,Density Bonus,Market Rate Developments,,"105, 109, 207",,,,,,,
4020 West 5th Street,90020,10,2013,5,48,10.42%,Density Bonus,Market Rate Developments,,"102, 107, 203, 206, 303",,,,,,,
111 North Kings Road,90048,5,2013,1,21,4.76%,Density Bonus,Market Rate Developments,,,,,,,,,
12341 West Chandler Blvd,91607,2,2013,2,23,8.70%,Density Bonus,Market Rate Developments,,203,102,,,,,,
14920 West Parthenia Street,91402,6,2013,127,127,100.00%,Density Bonus,Market Rate Developments,,,,,,,,,
6842 North Agnes Avenue,91605,2,2013,1,6,16.67%,Density Bonus,Market Rate Developments,,,,,,,,,
4255 West Lockwood Avenue,90029,13,2013,1,8,12.50%,Density Bonus,Market Rate Developments,,6,,,,,,,
1825 South Corinth Avenue,90025,11,2013,4,52,7.69%,Density Bonus,Market Rate Developments,,,"1, 2, 3, 4",,,,,,
12045 West Keswick Street,91605,6,2013,2,32,6.25%,Density Bonus,Market Rate Developments,,,211,306,,,,,
1053 South New Hampshire Avenue,90006,10,2013,51,52,98.08%,Density Bonus/Parking Reduction Only,Market Rate Developments,,,,,,,,,
14629 West Friar Street,91411,6,2013,1,3,33.33%,Density Bonus/Parking Reduction Only,Market Rate Developments,,,1,,,,,,
3856 South Normandie Avenue,90037,8,2013,2,16,12.50%,Density Bonus/Parking Reduction Only,Market Rate Developments,,,,,,,,,
415 South Burlington Avenue,90057,1,2013,29,30,96.67%,Density Bonus/Parking Reduction Only,Market Rate Developments,,,,,,,,,
720 North El Centro Avenue,90038,13,2013,4,84,4.76%,Density Bonus/Parking Reduction Only,Market Rate Developments,,,,,,,,,
9547 South Compton Avenue,90002,15,2013,6,9,66.67%,Density Bonus/Parking Reduction Only,Market Rate Developments,,,,101,"202, 203, 302, 303, 304",,,,
11738 Courthleigh Drive,90066,11,2013,4,23,17.39%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
1423 North Alta Vista Blvd.,90046,13,2013,1,92,1.09%,Other Ordinances Or Discretionary,Market Rate Developments,323,,,,,,,,
819 North Sycamore Ave,90038,13,2013,1,3,33.33%,Other Ordinances Or Discretionary,Market Rate Developments,,817 1/2,,,,,,,
1619 West 224th Street,90501,14,2013,1,8,12.50%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
10950 West Bloomfield Street,91602,2,2014,3,49,6.12%,Density Bonus,Market Rate Developments,,,"108, 215",113,,,,,
3627 South Hughes Avenue,90034,5,2014,2,27,7.41%,Density Bonus,Market Rate Developments,,306,203,,,,,,
11120 West Huston Street,91601,2,2014,3,34,8.82%,Density Bonus,Market Rate Developments,,209,"105, 112",,,,,,
11738 West Courtleigh Drive,90066,11,2014,18,18,100.00%,Density Bonus,Market Rate Developments,,,,,,,,,
1644 South Bentley Avenue,90025,5,2014,1,9,11.11%,Density Bonus,Market Rate Developments,,,202,,,,,,
11722 West Kiowa Avenue,90049,11,2014,2,10,20.00%,Density Bonus,Market Rate Developments,,11,6,,,,,,
3221 West Temple Street,90026,13,2014,6,67,8.96%,Density Bonus,Market Rate Developments,,"117, 214","107, 123, 216, 311",,,,,,
10523 West Ashton Avenue,90024,5,2014,1,14,7.14%,Density Bonus,Market Rate Developments,,,102,,,,,,
739 South Ogden Drive,90036,5,2014,4,45,8.89%,Density Bonus,Market Rate Developments,,"214, 307","301, 413",,,,,,
1101 South Harvard Blvd,90006,10,2014,4,40,10.00%,Density Bonus,Market Rate Developments,,,"106, 205","308, 403",,,,,
4270 South Lindblade,90066,11,2014,1,20,5.00%,Density Bonus,Market Rate Developments,,19,,,,,,,
7029 North Woodman Avenue,91405,2,2014,2,23,8.70%,Density Bonus,Market Rate Developments,,,,"106, 205",,,,,
14526 West Hartland St,91504,6,2014,2,22,9.09%,Density Bonus,Market Rate Developments,,102,206,,,,,,
10201 North Mountair Avenue,91042,7,2014,1,10,10.00%,Density Bonus,Market Rate Developments,,,,,,,,,
1836 South Colby Avenue,90025,11,2014,4,49,8.16%,Density Bonus,Market Rate Developments,,,,"111, 205, 308, 310",,,,,
11210 West Peach Grove,91601,2,2014,1,15,6.67%,Density Bonus,Market Rate Developments,,,103,,,,,,
10647 W. Ashton Avenue,90024,5,2014,1,14,7.14%,Density Bonus,Market Rate Developments,,204,,,,,,,
15003 West Victory Blvd,91411,6,2014,2,17,11.76%,Density Bonus,Market Rate Developments,,,"207, 304",,,,,,
6844 North Woodman Avenue,91405,2,2014,1,15,6.67%,Density Bonus,Market Rate Developments,,,,,,,,,
1215 South Bedford St,91035,5,2014,2,21,9.52%,Density Bonus,Market Rate Developments,,,,"103, 305",,,,,
11743 West Goshen Avenue,90049,11,2014,1,13,7.69%,Density Bonus,Market Rate Developments,,103,,,,,,,
507 West 83rd Street,90003,8,2014,3,37,8.11%,Density Bonus,Market Rate Developments,,"101, 111",206,,,,,,
7121 North Woodley Avenue,91406,6,2014,12,126,9.52%,Density Bonus,Market Rate Developments,,"101, 108, 121","205, 210, 215, 222, 304, 320, 323, 406",424,,,,,
120 South Orlando Avenue,90048,5,2014,3,35,8.57%,Density Bonus,Market Rate Developments,,,,"101, 205, 304",,,,,
1503 South Menlo Avenue,90006,1,2014,1,9,11.11%,Density Bonus,Market Rate Developments,1,,,,,,,,
2250 South Fox Hills Drive,90064,5,2014,2,22,9.09%,Density Bonus,Market Rate Developments,,,,"104, 203",,,,,
14944 West Magnolia Blvd.,91403,4,2014,5,18,27.78%,Density Bonus,Market Rate Developments,,,"103, 202, 303","105, 304",,,,,
11755 West Culver Blvd.,90066,11,2014,2,19,10.53%,Density Bonus,Market Rate Developments,,"104, 304",,,,,,,
6908 North Vesper Avenue,91405,6,2014,10,49,20.41%,Density Bonus,Market Rate Developments,,"104, 106, 112, 115, 203","207, 214, 304, 307, 314",,,,,,
1526 South Armacost Avenue,90025,11,2014,2,26,7.69%,Density Bonus,Market Rate Developments,,,,"203, 306",,,,,
8715 North Tobias Avenue,91042,6,2014,5,27,18.52%,Density Bonus,Market Rate Developments,,102,"107, 206, 305",203,,,,,
12770 West Caswell Avenue,90036,11,2014,1,11,9.09%,Density Bonus,Market Rate Developments,,,104,,,,,,
1515 West Wilshire Blvd,90017,1,2014,18,218,8.26%,Density Bonus,Market Rate Developments,"215, 225, 226,","241, 302, 322,
339, 340, 425, 427, 435, 442, 522,","529, 540, 602, 622, 642",,,,,,
2585 South Sepulveda Blvd,90064,5,2014,1,7,14.29%,Density Bonus,Market Rate Developments,,2,,,,,,,
670 South Kelton Avenue,90024,5,2014,4,48,8.33%,Density Bonus,Market Rate Developments,,,,,,,,,
1500 South Beverly Drive,90035,5,2014,1,8,12.50%,Density Bonus,Market Rate Developments,,,,101,,,,,
210 North Avenue 52,90019,1,2014,1,7,14.29%,Density Bonus,Market Rate Developments,,208 1/4,,,,,,,
13610 West Strathern Street,91402,6,2014,4,34,11.76%,Density Bonus,Market Rate Developments,,,407,"209, 301, 308",,,,,
4091 South Redwood Avenue,90066,11,2014,6,67,8.96%,Density Bonus,Market Rate Developments,,,,,,,,,
8746 North Burnett Avenue,91343,6,2014,1,20,5.00%,Density Bonus,Market Rate Developments,,,,207,,,,,
4180 West Wilshire Blvd,90010,5,2014,3,29,10.34%,Density Bonus,Market Rate Developments,,,,"104, 107, 203",,,,,
15566 West Rayen Street,91343,6,2014,3,31,9.68%,Density Bonus,Market Rate Developments,,201,308,402,,,,,
11811 West Culver Blvd,90066,11,2014,3,27,11.11%,Density Bonus,Market Rate Developments,,203,206,301,,,,,
11430 West Burbank Blvd,91601,2,2014,14,125,11.20%,Density Bonus,Market Rate Developments,,"207, 214, 224, 305, 314, 321, 329, 405, 410, 424, 506, 511, 525",218,,,,,,
8935 North Orion Avenue,91343,7,2014,3,33,9.09%,Density Bonus,Market Rate Developments,,106,"211, 302",,,,,,
5107 West Harold Way,90027,13,2014,1,7,14.29%,Density Bonus,Market Rate Developments,,,,104,,,,,
5000 South Main Street,90037,9,2014,58,59,98.31%,Density Bonus,Market Rate Developments,,,,,,,,,
1419 West 7th Street,90017,1,2014,7,87,8.05%,Density Bonus,Market Rate Developments,515,"403, 416, 512, 617","306, 314",,,,,,
8822 North Burnet Avenue,91343,6,2014,1,20,5.00%,Density Bonus,Market Rate Developments,,,,207,,,,,
5700 North Sepulveda Blvd,91411,5,2014,11,131,8.40%,Density Bonus,Market Rate Developments,,"426, 506","205, 212, 222, 228, 304, 314, 325, 333, 428",,,,,,
1225 South Vermont Avenue,90006,1,2014,39,40,97.50%,Parking Reduction Only (Density Bonus Ordinance),Market Rate Developments,,,,,,,,,
5110 South Crenshaw Blvd,90043,8,2014,32,32,100.00%,Parking Reduction Only (Density Bonus Ordinance),Market Rate Developments,,,,,,,,,
4812 South Avalon Blvd,90011,9,2014,7,7,100.00%,Parking Reduction Only (Density Bonus Ordinance),Market Rate Developments,,,,,,,,,
6026 N. Whitsett Avenue,91606,2,2014,1,18,5.56%,Parking Reduction Only (Density Bonus Ordinance),Market Rate Developments,,,,,,,,,
7912 South Main Street,90003,9,2014,6,6,100.00%,Parking Reduction Only (Density Bonus Ordinance),Market Rate Developments,,,,,,,,,
246 West 73rd Street,90003,9,2014,3,7,42.86%,Other Ordinances Or Discretionary,Market Rate Developments,,"246, 246 1/4",246 1/2,,,,,,
14430 West Benefit Street,91423,4,2014,2,26,7.69%,Other Ordinances Or Discretionary,Market Rate Developments,,"109, 209",,,,,,,
2 East Breeze Avenue - Mello,90291,11,2014,1,31,3.23%,Other Ordinances Or Discretionary,Market Rate Developments,308,,,,,,,,
915 North La Brea Avenue,90046,5,2014,18,179,10.06%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
3025 East Gleason Avenue,90063,14,2014,1,48,2.08%,Other Ordinances Or Discretionary,Market Rate Developments,,104,,,,,,,
6438 Vineland Avenue,91606,2,2014,1,8,12.50%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
1317 South Hope St,90015,14,2014,6,38,15.79%,Other Ordinances Or Discretionary,Market Rate Developments,204,"202, 305, 307, 408, 501",,,,,,,
1605 North Cherokee Avenue (Selma Project),90028,13,2014,65,66,98.48%,Other Ordinances Or Discretionary,Market Rate Developments,,,,,,,,,
1333 South Hope St.,90015,14,2014,6,33,18.18%,Other Ordinances Or Discretionary,Market Rate Developments,,"203, 301, 304, 402, 403, 506",,,,,,,
8413 West Blackburn Avenue,90048,5,2014,2,25,8.00%,Other Ordinances Or Discretionary,Market Rate Developments,,,,"102, 206",,,,,
811 South Carondelet Street,90057,1,2014,50,52,96.15%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,,
16304 South Vermont Avenue,90247,15,2014,69,79,87.34%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,,
1901 West Sixth Street,90057,1,2014,52,53,98.11%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,,
13368 West Beach Avenue,90292,11,2014,20,21,95.24%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,,
540 South Kingsley Drive,90020,10,2014,34,35,97.14%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,,
4110 West 9th Street,90019,5,2014,31,32,96.88%,Density Bonus,Affordable Housing Trust Fund Projects,,,,,,,,,
2590 East Arvia Street (Taylor Yard),90065,1,2014,107,108,99.07%,Parking Reduction Only (Density Bonus Ordinance),Affordable Housing Trust Fund Projects,,,,,,,,,
15121 W Rayen Street,91343,7,2015,1,20,5.00%,Density Bonus,Market Rate Developments,,,17,,,,,,
7108 N Amigo Avenue,91335,3,2015,3,33,9.09%,Density Bonus,Market Rate Developments,,,"205, 301, 407",,,,,,
748 N Wilcox Avenue,90038,13,2015,3,36,8.33%,Density Bonus,Market Rate Developments,,,,"104, 106, 207",,,,,
733 N. Hudson Ave,90038,13,2015,4,46,8.70%,Density Bonus,Market Rate Developments,,"215, 412",303,201,,,,,
5026 W Rosewood Ave,90004,13,2015,2,22,9.09%,Density Bonus,Market Rate Developments,,,104,202,,,,,
7228 N Amigo Ave,91335,3,2015,1,22,4.55%,Density Bonus,Market Rate Developments,,,105,,,,,,
7627 N Laurel Canyon Blvd.,91605,2,2015,2,40,5.00%,Density Bonus,Market Rate Developments,,"103, 311",,,,,,,
905 S Ardmore Ave,90006,10,2015,1,12,8.33%,Density Bonus,Market Rate Developments,,,203,,,,,,
837 S Harvard Blvd,90005,10,2015,5,65,7.69%,Density Bonus,Market Rate Developments,,,,,,,,,
5044 N Bakman Ave,90601,2,2015,4,46,8.70%,Density Bonus,Market Rate Developments,,"3L, 4G",2D,5C,,,,,
1650 Veteran Ave,90024,5,2015,1,24,4.17%,Density Bonus,Market Rate Developments,,,,,,,,,
5253 N. Vantage Ave,91607,2,2015,2,18,11.11%,Density Bonus,Market Rate Developments,,,,"101, 204",,,,,
117 S Boyle Ave,90033,14,2015,0,,,Density Bonus,Market Rate Developments,,,,,,,,,
6726 N Sylmar Ave,91405,2,2015,1,13,7.69%,Density Bonus,Market Rate Developments,,,202,,,,,,
15313 W Cabrito Rd,91406,6,2015,2,24,8.33%,Density Bonus,Market Rate Developments,,"103, 206",,,,,,,
3526 N Marmion Way,90065,1,2015,48,49,97.96%,Density Bonus,Market Rate Developments,,,,,,,,,
1120-22 W 6th Street,90017,1,2015,27,606,4.46%,Density Bonus,Market Rate Developments,,,,,,,,,
14225 W Dickens St,91423,4,2015,2,18,11.11%,Density Bonus,Market Rate Developments,,,,,,,,,
11209 W Richland Ave,90064,5,2015,1,13,7.69%,Density Bonus,Market Rate Developments,,103,,,,,,,
409 N Hayworth Ave,90048,5,2015,3,33,9.09%,Density Bonus,Market Rate Developments,,,,,,,,,
3714 Kelton Ave,90034,5,2015,1,16,6.25%,Density Bonus,Market Rate Developments,,104,,,,,,,
838 N Hudson Ave,90038,13,2015,1,11,9.09%,Density Bonus,Market Rate Developments,,,103,,,,,,
1319 N Martel Ave,90046,13,2015,2,23,8.70%,Density Bonus,Market Rate Developments,,,,"105, 203",,,,,
9325 N Sylmar Ave,91402,6,2015,2,11,18.18%,Density Bonus,Market Rate Developments,,,"3, 7",,,,,,
940 S Western,90006,10,2015,5,78,6.41%,Density Bonus,Market Rate Developments,,,"104, 212, 318, 402",216,,,,,
11400 W Culver Blvd,90066,11,2015,1,20,5.00%,Density Bonus,Market Rate Developments,,3,,,,,,,
11965 W Montana Ave,90049,11,2015,4,49,8.16%,Density Bonus,Market Rate Developments,,,"101, 209","301, 407",,,,,
7036 S La Tijera Blvd,90045,11,2015,1,13,7.69%,Density Bonus,Market Rate Developments,,2,,,,,,,
